,lsd_slam_pose__pose_orientation_w,lsd_slam_pose__pose_orientation_x,lsd_slam_pose__pose_orientation_y,lsd_slam_pose__pose_orientation_z,lsd_slam_pose__pose_position_x,lsd_slam_pose__pose_position_y,lsd_slam_pose__pose_position_z,vrpn_client_node_ardrone_pose__pose_orientation_w,vrpn_client_node_ardrone_pose__pose_orientation_x,vrpn_client_node_ardrone_pose__pose_orientation_y,vrpn_client_node_ardrone_pose__pose_orientation_z,vrpn_client_node_ardrone_pose__pose_position_x,vrpn_client_node_ardrone_pose__pose_position_y,vrpn_client_node_ardrone_pose__pose_position_z
2016-05-05 05:09:53.393194240,,,,,,,,0.998765468597,-0.0436953082681,0.0235902890563,0.00136194331571,-1.96568703651,0.079086959362,0.473014473915
2016-05-05 05:09:53.403384064,,,,,,,,0.998738348484,-0.0441498123109,0.0238846261054,0.00142211467028,-1.96560335159,0.0790986418724,0.472627013922
2016-05-05 05:09:53.413672960,,,,,,,,0.998729288578,-0.0444383695722,0.0237069390714,0.00178746634629,-1.96578121185,0.0791060328484,0.472836256027
2016-05-05 05:09:53.423852800,,,,,,,,0.998718857765,-0.0446531623602,0.0237376894802,0.00183964485768,-1.96576762199,0.0791177898645,0.472849488258
2016-05-05 05:09:53.433080576,,,,,,,,0.998752832413,-0.0438723489642,0.0237919837236,0.00141620601062,-1.96567153931,0.0790898427367,0.472788572311
2016-05-05 05:09:53.443270912,,,,,,,,0.998748362064,-0.0439664050937,0.0237978305668,0.00152161892038,-1.96567261219,0.0790891423821,0.472813099623
2016-05-05 05:09:53.443278080,,,,,,,,0.998678207397,-0.045433934778,0.0239250808954,0.00228037592024,-1.96581041813,0.0791054368019,0.47282704711
2016-05-05 05:09:53.453554688,,,,,,,,0.998931050301,-0.0399621613324,0.0231044404209,-0.00245959451422,-1.96550583839,0.0793440714478,0.47301658988
2016-05-05 05:09:53.463770880,,,,,,,,0.998711526394,-0.0447519011796,0.023841124028,0.00204381765798,-1.96576046944,0.0790995955467,0.472848623991
2016-05-05 05:09:53.472943360,,,,,,,,0.99872481823,-0.0444407127798,0.0238885805011,0.00180485378951,-1.96565687656,0.079084649682,0.472770631313
2016-05-05 05:09:53.483215104,,,,,,,,0.998724400997,-0.0444594919682,0.0238658264279,0.00184277945664,-1.96572637558,0.0790482982993,0.472714990377
2016-05-05 05:09:53.483227648,,,,,,,,0.998936653137,-0.0394062362611,0.0238197799772,-0.00230482360348,-1.96577060223,0.0794927701354,0.473048001528
2016-05-05 05:09:53.493391872,,,,,,,,0.998721718788,-0.0444806776941,0.0239439867437,0.00180862506386,-1.96562790871,0.0791201218963,0.472797572613
2016-05-05 05:09:53.503646976,,,,,,,,0.998718857765,-0.0445807166398,0.0238663330674,0.00194306683261,-1.96575367451,0.0791049525142,0.472873240709
2016-05-05 05:09:53.513858816,,,,,,,,0.99871224165,-0.0446791052818,0.0239588152617,0.00191161897965,-1.96575272083,0.0790917947888,0.472828000784
