0.100000, 0.100000, -0.100000, -0.100000, 0.047107, 0.164212, 0.874640, 1.265888, 0.022200, 0.000596, -0.462058, -0.691600, 0.217040, 0.405231
0.100000, 0.100000, -0.200000, -0.200000, 0.027704, 0.133143, 0.712391, 0.993538, 0.035724, 0.000163, -0.526152, -0.633772, 0.166445, 0.364887
0.100000, 0.100000, -0.300000, -0.300000, 0.033956, 0.048633, 0.626756, 0.626253, 0.088888, 0.001108, -0.436661, -0.452720, 0.184270, 0.220530
0.100000, 0.100000, -0.400000, -0.400000, 0.035086, 0.052358, 0.728163, 0.650371, 0.114445, 0.000543, -0.468213, -0.420162, 0.187312, 0.228819
0.100000, 0.100000, -0.500000, -0.500000, 0.022604, 0.044556, 0.525487, 0.603578, 0.001461, 0.001712, -0.355351, -0.318876, 0.150346, 0.211084
0.100000, 0.100000, -0.600000, -0.600000, 0.029194, 0.043392, 0.586902, 0.695641, 0.000199, 0.000265, -0.362033, -0.372198, 0.170863, 0.208306
0.200000, 0.200000, -0.100000, -0.100000, 0.059233, 0.065356, 0.915852, 1.192188, 0.000652, 0.057975, -0.611269, -0.611019, 0.243378, 0.255649
0.200000, 0.200000, -0.200000, -0.200000, 0.039108, 0.044198, 0.786896, 0.768171, 0.033209, 0.000473, -0.621348, -0.540076, 0.197757, 0.210232
0.200000, 0.200000, -0.300000, -0.300000, 0.046116, 0.046029, 0.751439, 0.810653, 0.015767, 0.000027, -0.593132, -0.567736, 0.214745, 0.214543
0.200000, 0.200000, -0.400000, -0.400000, 0.030286, 0.037117, 0.699627, 0.620799, 0.052593, 0.000362, -0.527893, -0.435672, 0.174028, 0.192657
0.200000, 0.200000, -0.500000, -0.500000, 0.033973, 0.035479, 0.663685, 0.721035, 0.000101, 0.054433, -0.505250, -0.530996, 0.184318, 0.188359
0.200000, 0.200000, -0.600000, -0.600000, 0.038055, 0.049769, 0.778015, 0.642822, 0.009378, 0.000212, -0.509182, -0.386522, 0.195077, 0.223089
0.300000, 0.300000, -0.100000, -0.100000, 0.050784, 0.069172, 1.005775, 1.078987, 0.037675, 0.000084, -0.660425, -0.644884, 0.225353, 0.263007
0.300000, 0.300000, -0.200000, -0.200000, 0.043463, 0.040250, 0.947167, 0.846833, 0.015192, 0.000475, -0.669129, -0.631056, 0.208477, 0.200624
0.300000, 0.300000, -0.300000, -0.300000, 0.037523, 0.043972, 0.751008, 0.768524, 0.000049, 0.000058, -0.611964, -0.587608, 0.193709, 0.209696
0.300000, 0.300000, -0.400000, -0.400000, 0.031796, 0.051970, 0.732191, 0.816660, 0.037323, 0.000023, -0.605777, -0.620701, 0.178313, 0.227969
0.300000, 0.300000, -0.500000, -0.500000, 0.038930, 0.053982, 0.770695, 0.731686, 0.020550, 0.001770, -0.550281, -0.551674, 0.197306, 0.232341
0.300000, 0.300000, -0.600000, -0.600000, 0.040377, 0.070303, 0.883082, 0.982860, 0.076065, 0.000969, -0.553626, -0.547598, 0.200940, 0.265147
0.400000, 0.400000, -0.100000, -0.100000, 0.068768, 0.044525, 1.183345, 1.027844, 0.057870, 0.001068, -0.682018, -0.635673, 0.262236, 0.211009
0.400000, 0.400000, -0.200000, -0.200000, 0.038123, 0.069407, 0.873884, 1.171770, 0.023445, 0.000132, -0.630492, -0.631017, 0.195252, 0.263452
0.400000, 0.400000, -0.300000, -0.300000, 0.038917, 0.048829, 0.861315, 0.908407, 0.002574, 0.000876, -0.654019, -0.629687, 0.197274, 0.220973
0.400000, 0.400000, -0.400000, -0.400000, 0.035131, 0.036036, 0.795807, 0.846742, 0.011613, 0.035493, -0.629506, -0.621644, 0.187432, 0.189832
