,ardrone_predictedPose__batteryPercent,ardrone_predictedPose__droneState,ardrone_predictedPose__dx,ardrone_predictedPose__dy,ardrone_predictedPose__dyaw,ardrone_predictedPose__dz,ardrone_predictedPose__pitch,ardrone_predictedPose__ptamState,ardrone_predictedPose__roll,ardrone_predictedPose__scale,ardrone_predictedPose__scaleAccuracy,ardrone_predictedPose__x,ardrone_predictedPose__y,ardrone_predictedPose__yaw,ardrone_predictedPose__z,vrpn_client_node_ardrone_pose__pose_orientation_w,vrpn_client_node_ardrone_pose__pose_orientation_x,vrpn_client_node_ardrone_pose__pose_orientation_y,vrpn_client_node_ardrone_pose__pose_orientation_z,vrpn_client_node_ardrone_pose__pose_position_x,vrpn_client_node_ardrone_pose__pose_position_y,vrpn_client_node_ardrone_pose__pose_position_z
2016-05-05 05:51:37.562028288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.743107584,,,,,,,,,,,,,,,,0.998630285263,-0.0454589761794,0.0258974134922,-0.000601597537752,-1.9655829668,0.0794383659959,0.473107814789
2016-05-05 05:51:37.595454208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.753360128,,,,,,,,,,,,,,,,0.998641312122,-0.0452160015702,0.0258967503905,-0.000775916851126,-1.96561598778,0.0794475898147,0.473134636879
2016-05-05 05:51:37.628765184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:37.662058240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.763596544,,,,,,,,,,,,,,,,0.998647809029,-0.0450483001769,0.0259373486042,-0.000698571500834,-1.96552622318,0.079385407269,0.473099648952
2016-05-05 05:51:37.695473152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.773888768,,,,,,,,,,,,,,,,0.998648226261,-0.0450344607234,0.0259404405951,-0.000883254338987,-1.9656945467,0.0794226378202,0.473161935806
2016-05-05 05:51:37.728791552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:37.762050560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.783077888,,,,,,,,,,,,,,,,0.998709738255,-0.0436513125896,0.0258841700852,-0.00186025490984,-1.96553111076,0.0794738605618,0.472975730896
2016-05-05 05:09:55.783088640,,,,,,,,,,,,,,,,0.998618900776,-0.0456265509129,0.0260440204293,-0.000538680003956,-1.96559417248,0.0794022828341,0.473118573427
2016-05-05 05:51:37.795408128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.793321984,,,,,,,,,,,,,,,,0.998776853085,-0.0420886203647,0.0257561020553,-0.00315947527997,-1.96553564072,0.0796616151929,0.473245441914
2016-05-05 05:51:37.828785152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:37.862066176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.803605504,,,,,,,,,,,,,,,,0.998688995838,-0.0441004596651,0.025951853022,-0.00141490343958,-1.96561276913,0.0794537886977,0.473189473152
2016-05-05 05:51:37.895476992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.813843200,,,,,,,,,,,,,,,,0.998644411564,-0.0450601354241,0.0260405670851,-0.000929650384933,-1.96567571163,0.0794448256493,0.473156750202
2016-05-05 05:51:37.928758016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:37.962054912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:37.995426304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.833327872,,,,,,,,,,,,,,,,0.998657643795,-0.044757924974,0.0260511152446,-0.000992695568129,-1.96559715271,0.0794626995921,0.473194152117
2016-05-05 05:51:38.029227776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.062118656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.843574272,,,,,,,,,,,,,,,,0.998631596565,-0.0453282222152,0.0260727703571,-0.000815197359771,-1.96563017368,0.0794441103935,0.473173946142
2016-05-05 05:09:55.843614720,,,,,,,,,,,,,,,,0.998604595661,-0.0458496324718,0.0262013059109,-0.000466361321742,-1.96561467648,0.0793421044946,0.473059773445
2016-05-05 05:51:38.095418368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.853820160,,,,,,,,,,,,,,,,0.99871391058,-0.043463062495,0.0260252542794,-0.00203516986221,-1.96556079388,0.0794524401426,0.47321087122
2016-05-05 05:51:38.129225472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.162072064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.863027200,,,,,,,,,,,,,,,,0.998834609985,-0.0404717326164,0.0258436854929,-0.00486807851121,-1.96562254429,0.0798923671246,0.473453432322
2016-05-05 05:51:38.195388416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.873245696,,,,,,,,,,,,,,,,0.998675107956,-0.0441945940256,0.0263036880642,-0.00177768559661,-1.96561133862,0.0795480534434,0.473062366247
2016-05-05 05:51:38.228737536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.262061056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.883422976,,,,,,,,,,,,,,,,0.99862909317,-0.0452251695096,0.0263388305902,-0.000987717532553,-1.96567308903,0.0794390439987,0.473197519779
2016-05-05 05:51:38.295417344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.328687872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.362059008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.903840512,,,,,,,,,,,,,,,,0.998787462711,-0.0416189804673,0.025976235047,-0.00410134345293,-1.96546435356,0.079689450562,0.473268210888
2016-05-05 05:09:55.903863040,,,,,,,,,,,,,,,,0.998619794846,-0.0454024039209,0.0263901147991,-0.000896671554074,-1.96564090252,0.0794530212879,0.473146945238
2016-05-05 05:51:38.395860224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.913068288,,,,,,,,,,,,,,,,0.99865013361,-0.0446804650128,0.0264548603445,-0.00129724096041,-1.96565973759,0.079462684691,0.4732196033
2016-05-05 05:09:55.913089280,,,,,,,,,,,,,,,,0.998784661293,-0.0416079200804,0.0260490439832,-0.0044286409393,-1.96547842026,0.079634539783,0.473264962435
2016-05-05 05:51:38.428704000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.462560768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.923307008,,,,,,,,,,,,,,,,0.998677372932,-0.0439633876085,0.0265979301184,-0.0018467460759,-1.96555578709,0.0794937834144,0.473115891218
2016-05-05 05:51:38.495372032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.933641472,,,,,,,,,,,,,,,,0.998643934727,-0.044773131609,0.0265263095498,-0.0014090728946,-1.9657779932,0.0795131251216,0.473252505064
2016-05-05 05:09:55.933658112,,,,,,,,,,,,,,,,0.9986743927,-0.043977227062,0.0266874488443,-0.00182060850784,-1.96556222439,0.0795336961746,0.473173081875
2016-05-05 05:51:38.528750848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.562112768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.943890176,,,,,,,,,,,,,,,,0.998774409294,-0.041607838124,0.0264671221375,-0.00426050042734,-1.96552407742,0.0797198712826,0.473286837339
2016-05-05 05:51:38.595440128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.953133056,,,,,,,,,,,,,,,,0.99862074852,-0.0451315566897,0.0268027912825,-0.00119500129949,-1.9656482935,0.0794816538692,0.47326156497
2016-05-05 05:51:38.628766976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.662107648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.963387648,,,,,,,,,,,,,,,,0.998608708382,-0.0453229434788,0.0269333608449,-0.00103833898902,-1.96561932564,0.0794533416629,0.473203450441
2016-05-05 05:51:38.695432960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.973582848,,,,,,,,,,,,,,,,0.998617947102,-0.0450908429921,0.0269814673811,-0.00102565740235,-1.96564006805,0.0794363021851,0.473338395357
2016-05-05 05:51:38.728766208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.762060544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.983817216,,,,,,,,,,,,,,,,0.998581826687,-0.0458334051073,0.0270741991699,-0.000776822678745,-1.96570563316,0.0794183164835,0.473363548517
2016-05-05 05:51:38.795422976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:55.993044992,,,,,,,,,,,,,,,,0.998592078686,-0.0455715321004,0.0271382108331,-0.0008323288057,-1.96558272839,0.0794268921018,0.473287045956
2016-05-05 05:09:55.993057536,,,,,,,,,,,,,,,,0.998599350452,-0.0454196445644,0.0271280463785,-0.000794060644694,-1.96569895744,0.0793927684426,0.473425745964
2016-05-05 05:51:38.828767744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.862518528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.003265792,,,,,,,,,,,,,,,,0.998623549938,-0.0449229069054,0.0270447693765,-0.00125983182807,-1.9658011198,0.0794779583812,0.473528414965
2016-05-05 05:51:38.895415296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.013474816,,,,,,,,,,,,,,,,0.998591303825,-0.0455638878047,0.0271764788777,-0.000889112416189,-1.96568036079,0.0794400274754,0.473376840353
2016-05-05 05:51:38.928751104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:38.962058496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.023786752,,,,,,,,,,,,,,,,0.998598992825,-0.0453773252666,0.0272086616606,-0.000911345938221,-1.96568858624,0.0794566348195,0.473416447639
2016-05-05 05:51:38.995391488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.033101568,,,,,,,,,,,,,,,,0.998594641685,-0.0454128198326,0.0273091830313,-0.000875214638654,-1.96559476852,0.0794456675649,0.473357230425
2016-05-05 05:09:56.033110528,,,,,,,,,,,,,,,,0.998585343361,-0.0455641672015,0.0273955017328,-0.000902269617654,-1.96563267708,0.0794222503901,0.473335623741
2016-05-05 05:51:39.028816384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.062058496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.043346944,,,,,,,,,,,,,,,,0.998742759228,-0.0419952496886,0.0271450672299,-0.00353071046993,-1.96562576294,0.0796954035759,0.473450094461
2016-05-05 05:51:39.095438848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.053590016,,,,,,,,,,,,,,,,0.998581588268,-0.0456570424139,0.027379501611,-0.000801874441095,-1.9657074213,0.0794217810035,0.473419547081
2016-05-05 05:51:39.128728576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.162042624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.063864064,,,,,,,,,,,,,,,,0.998580932617,-0.0456750169396,0.0273746494204,-0.000714541994967,-1.96568500996,0.079425573349,0.473428755999
2016-05-05 05:51:39.195424000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.073130240,,,,,,,,,,,,,,,,0.998600184917,-0.0452445335686,0.0273819118738,-0.000918280915357,-1.96569371223,0.0794319212437,0.473357588053
2016-05-05 05:51:39.228770304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.262054144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.083352320,,,,,,,,,,,,,,,,0.998645782471,-0.0443154610693,0.02722527273,-0.00128343352117,-1.96582746506,0.0794909521937,0.473636090755
2016-05-05 05:09:56.083363072,,,,,,,,,,,,,,,,0.998675465584,-0.043621070683,0.0272418558598,-0.00159406010062,-1.9657574892,0.0795265585184,0.473585724831
2016-05-05 05:51:39.295476224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.093557760,,,,,,,,,,,,,,,,0.998647153378,-0.0441536642611,0.027438391,-0.00121428794228,-1.96580374241,0.0794869288802,0.473634421825
2016-05-05 05:51:39.328761600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.362065664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.103835904,,,,,,,,,,,,,,,,0.998613059521,-0.0449733510613,0.02737156488,-0.000539979548194,-1.96572506428,0.0793550238013,0.473667263985
2016-05-05 05:51:39.395410688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.113067264,,,,,,,,,,,,,,,,0.998613238335,-0.0449897199869,0.0273411590606,-0.000255261082202,-1.96566689014,0.0793588533998,0.473713159561
2016-05-05 05:51:39.428728320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.462090240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.123335424,,,,,,,,,,,,,,,,0.998668313026,-0.0437764264643,0.0272892955691,-0.00075750448741,-1.96574997902,0.0794335380197,0.47387856245
2016-05-05 05:51:39.495429376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.133622784,,,,,,,,,,,,,,,,0.998587429523,-0.0454695448279,0.027487328276,0.000359238998499,-1.96564543247,0.0793234035373,0.473817914724
2016-05-05 05:09:56.133636096,,,,,,,,,,,,,,,,0.998606860638,-0.0450124293566,0.0275388918817,-2.08994315472e-05,-1.96565258503,0.0793682262301,0.474052637815
2016-05-05 05:51:39.528777728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.562063104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.143868416,,,,,,,,,,,,,,,,0.998654901981,-0.0438227690756,0.0277048423886,-0.000735443667509,-1.96591544151,0.0794882103801,0.474269747734
2016-05-05 05:51:39.595472384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.628769536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.662090752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.163379200,,,,,,,,,,,,,,,,0.998693406582,-0.0428627021611,0.0277765095234,-0.00168178463355,-1.96561002731,0.0795708596706,0.474023491144
2016-05-05 05:51:39.695857664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.173616384,,,,,,,,,,,,,,,,0.998615026474,-0.0445495583117,0.0279822945595,-0.000674693728797,-1.96573472023,0.0795136243105,0.474676936865
2016-05-05 05:09:56.173640704,,,,,,,,,,,,,,,,0.998591184616,-0.0448456145823,0.0283598061651,-0.000611938477959,-1.96569824219,0.0794020742178,0.475037962198
2016-05-05 05:51:39.729190912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.762048768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.183891200,,,,,,,,,,,,,,,,0.998673915863,-0.0427676513791,0.0286261849105,-0.00137579953298,-1.9658190012,0.0796103700995,0.475762665272
2016-05-05 05:09:56.183912448,,,,,,,,,,,,,,,,0.998597383499,-0.0443460345268,0.0289229415357,-0.000530143617652,-1.96580982208,0.0795379579067,0.475967764854
2016-05-05 05:51:39.795416576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.193150208,,,,,,,,,,,,,,,,0.998542547226,-0.0452759824693,0.0293747093529,2.71821204478e-06,-1.96588182449,0.0795630589128,0.4766946733
2016-05-05 05:51:39.828709376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.862137856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.203442432,,,,,,,,,,,,,,,,0.998498678207,-0.0459333881736,0.0298408102244,0.000173381631612,-1.96591365337,0.0794709324837,0.477323770523
2016-05-05 05:51:39.895440896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.213727744,,,,,,,,,,,,,,,,0.998520195484,-0.0451784469187,0.0302481558174,-0.00121022865642,-1.96589779854,0.0795712694526,0.477951198816
2016-05-05 05:51:39.928754432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.962042112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:39.995439360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.233158144,,,,,,,,,,,,,,,,0.998476028442,-0.0459704436362,0.0304982569069,-0.00149493466597,-1.96593654156,0.0796313434839,0.47849547863
2016-05-05 05:09:56.233169408,,,,,,,,,,,,,,,,0.998409032822,-0.0473383516073,0.0306325256824,-0.000538302469067,-1.96597707272,0.0795797109604,0.479092985392
2016-05-05 05:51:40.028707840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:40.062054400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.243387648,,,,,,,,,,,,,,,,0.998341679573,-0.0487637631595,0.0305960103869,1.64425819094e-05,-1.96609091759,0.0795209184289,0.479709714651
2016-05-05 05:51:40.095824640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.253639168,,,,,,,,,,,,,,,,0.998473346233,-0.0461475737393,0.0303066428751,-0.00174266519025,-1.96604418755,0.079641610384,0.480279862881
2016-05-05 05:09:56.253662464,,,,,,,,,,,,,,,,0.998522520065,-0.0453623197973,0.0298528857529,-0.00196126801893,-1.96612775326,0.0796779468656,0.480969667435
2016-05-05 05:51:40.129036544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:40.162070016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.263892480,,,,,,,,,,,,,,,,0.998534500599,-0.0452763512731,0.0296152625233,-0.00138097140007,-1.96621084213,0.0795739367604,0.481587946415
2016-05-05 05:51:40.195360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.273132800,,,,,,,,,,,,,,,,0.998534619808,-0.0453829318285,0.0294715259224,-0.000760515511502,-1.96606445312,0.079373806715,0.48208424449
2016-05-05 05:51:40.228709632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:40.262103040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.283371264,,,,,,,,,,,,,,,,0.998578310013,-0.0446107983589,0.0291289165616,-0.00170818064362,-1.96620166302,0.0794472843409,0.482785642147
2016-05-05 05:09:56.283387904,,,,,,,,,,,,,,,,0.998565196991,-0.0450431369245,0.0289029497653,-0.00180603843182,-1.96607744694,0.0795117393136,0.483105242252
2016-05-05 05:51:40.295419648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.293573888,,,,,,,,,,,,,,,,0.99859392643,-0.0446680113673,0.0284508168697,-0.00234424206428,-1.96614456177,0.0796693637967,0.483741402626
2016-05-05 05:51:40.328773376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:51:40.362063872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.303823616,,,,,,,,,,,,,,,,0.998573958874,-0.0452740304172,0.0282350406051,-0.00178916018922,-1.96596992016,0.0797319486737,0.484216988087
2016-05-05 05:51:40.395421184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
2016-05-05 05:09:56.313072896,,,,,,,,,,,,,,,,0.99856865406,-0.0453224368393,0.028275327757,-0.00265727681108,-1.96616959572,0.0797888636589,0.484388649464
2016-05-05 05:51:40.428772608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.512499988079,0.0,0.0,0.0,0.0,,,,,,,
